,From,To
44238,CFC3_t393,CFC2_t394
44239,CCP8_t108,CCP8_t109
44240,CP3_t197,CFC8_t198
44241,AF3_t17,C5_t18
44242,CFC8_t312,CP3_t313
44243,T7_t253,T7_t254
44244,Cz_t169,Cz_t170
44245,F2_t350,CCP4_t351
44246,CFC6_t270,P5_t271
44247,CP2_t118,CCP3_t119
44248,Fz_t120,F6_t121
44249,C2_t372,C2_t373
44250,CCP4_t256,CCP4_t257
44251,P4_t292,FC5_t293
44252,PO2_t124,PO2_t125
44253,CFC7_t115,CFC7_t116
44254,C6_t99,Cz_t100
44255,CFC5_t102,CFC7_t103
44256,CP3_t290,CP3_t291
44257,FC3_t72,C4_t73
44258,CP2_t238,CP2_t239
44259,CPz_t175,CPz_t176
44260,P2_t307,P2_t308
44261,F2_t79,CFC5_t80
44262,CCP4_t233,CP6_t234
44263,P2_t247,P2_t248
44264,FC4_t290,Fz_t291
44265,PO1_t298,CFC5_t299
44266,F2_t344,F2_t345
44267,CFC7_t253,C5_t254
44268,AF3_t353,C1_t354
44269,FC3_t102,FC3_t103
44270,C5_t200,CP4_t201
44271,CCP3_t199,O2_t200
44272,CCP6_t73,CCP5_t74
44273,CCP2_t243,CP5_t244
44274,PO1_t141,F4_t142
44275,C4_t303,CP6_t304
44276,T8_t178,T8_t179
44277,P3_t154,P3_t155
44278,F2_t224,F3_t225
44279,CFC4_t367,FC4_t368
44280,CCP7_t83,CCP7_t84
44281,CCP6_t62,CCP4_t63
44282,CP2_t246,CP2_t247
44283,T8_t154,AF4_t155
44284,FC1_t146,FC1_t147
44285,CP2_t25,CFC6_t26
44286,P6_t231,CP6_t232
44287,PO2_t117,PO2_t118
44288,AF3_t131,F4_t132
44289,CP2_t138,CCP4_t139
44290,CCP4_t205,C2_t206
44291,CCP2_t47,CCP2_t48
44292,P4_t98,P4_t99
44293,CCP5_t273,CCP5_t274
44294,CP5_t333,Fz_t334
44295,Cz_t350,Cz_t351
44296,O2_t33,FC6_t34
44297,CP1_t233,T7_t234
44298,P6_t230,F3_t231
44299,CP6_t22,CP6_t23
44300,CP3_t217,CCP8_t218
44301,C2_t97,FCz_t98
44302,FC6_t375,FC1_t376
44303,CCP6_t361,CP6_t362
44304,CP3_t297,CP3_t298
44305,O1_t44,O1_t45
44306,CFC7_t299,CP6_t300
44307,CCP8_t119,CCP1_t120
44308,FC5_t256,FC2_t257
44309,CFC8_t161,CCP3_t162
44310,F5_t391,F5_t392
44311,P6_t1,O2_t2
44312,FC6_t213,PO1_t214
44313,T8_t383,FC3_t384
44314,Fz_t38,CCP5_t39
44315,AF4_t279,AF3_t280
44316,C5_t247,C5_t248
44317,CCP6_t17,CFC3_t18
44318,CPz_t41,FC3_t42
44319,AF4_t104,CCP4_t105
44320,Pz_t264,PO1_t265
44321,PO2_t285,PO2_t286
44322,CFC6_t20,CFC6_t21
44323,T7_t51,P3_t52
44324,P1_t50,C4_t51
44325,CP2_t60,P1_t61
44326,FCz_t398,T8_t399
44327,CCP8_t354,CFC6_t355
44328,CFC7_t89,Pz_t90
44329,CCP4_t6,P5_t7
44330,FC1_t69,FC1_t70
44331,C6_t284,CP1_t285
44332,F5_t6,T7_t7
44333,CFC2_t251,CP4_t252
44334,O2_t393,FC3_t394
44335,F5_t47,F5_t48
44336,FC5_t168,FC5_t169
44337,F5_t151,C3_t152
44338,CCP1_t204,CCP1_t205
44339,CCP6_t281,CCP6_t282
44340,AF4_t380,AF4_t381
44341,O2_t388,T8_t389
44342,FC6_t297,FC6_t298
44343,FC3_t71,PO1_t72
44344,CPz_t292,CPz_t293
44345,Pz_t313,Pz_t314
44346,FC2_t105,Fz_t106
44347,C1_t91,C6_t92
44348,O1_t157,O1_t158
44349,C4_t161,PO2_t162
44350,FC6_t196,FC6_t197
44351,C2_t339,CFC6_t340
44352,CFC5_t201,CFC5_t202
44353,O2_t285,O2_t286
44354,Fz_t396,C4_t397
44355,P2_t255,CCP4_t256
44356,C2_t305,C2_t306
44357,FCz_t39,FCz_t40
44358,O1_t73,CCP7_t74
44359,F2_t96,F4_t97
44360,FC5_t315,P1_t316
44361,CP2_t366,CP2_t367
44362,P6_t149,CCP6_t150
44363,PO1_t63,Cz_t64
44364,P5_t302,CCP5_t303
44365,F3_t98,F3_t99
44366,AF3_t149,FC1_t150
44367,F5_t87,F5_t88
44368,O2_t262,O2_t263
44369,FC5_t76,CFC7_t77
44370,F4_t381,F4_t382
44371,C2_t140,CCP5_t141
44372,CP2_t112,CCP1_t113
44373,AF3_t194,AF3_t195
44374,CPz_t398,CPz_t399
44375,CFC7_t71,CCP6_t72
44376,C5_t191,CCP6_t192
44377,P5_t119,P5_t120
44378,CFC2_t227,F1_t228
44379,P2_t147,F1_t148
44380,FC5_t112,FC5_t113
44381,AF3_t114,FC1_t115
44382,CFC7_t374,C4_t375
44383,CFC1_t191,CP3_t192
44384,FC6_t273,CFC8_t274
44385,Fz_t172,F1_t173
44386,C3_t367,CCP8_t368
44387,CCP7_t387,Cz_t388
44388,T7_t68,Cz_t69
44389,CCP7_t181,CCP7_t182
44390,CFC8_t243,P6_t244
44391,CCP1_t329,CCP1_t330
44392,C6_t297,C6_t298
44393,P5_t46,P5_t47
44394,CCP1_t144,CCP1_t145
44395,AF3_t347,AF3_t348
44396,FC5_t138,FC5_t139
44397,P5_t186,P5_t187
44398,P4_t272,P4_t273
44399,Cz_t352,FCz_t353
44400,C4_t152,C4_t153
44401,P1_t137,CCP3_t138
44402,C2_t165,CCP1_t166
44403,CCP3_t262,CFC7_t263
44404,CFC3_t89,CFC3_t90
44405,F3_t91,C3_t92
44406,CFC3_t130,CFC3_t131
44407,CFC8_t153,CCP7_t154
44408,FC1_t366,C3_t367
44409,Fz_t105,Pz_t106
44410,CCP2_t324,CFC8_t325
44411,F2_t368,F2_t369
44412,CCP6_t341,CCP6_t342
44413,P2_t108,P2_t109
44414,Pz_t147,CCP2_t148
44415,P2_t142,C4_t143
44416,O1_t309,O1_t310
44417,P5_t6,P3_t7
44418,C6_t99,C6_t100
44419,CFC7_t36,P3_t37
44420,C1_t152,C1_t153
44421,CCP1_t328,C4_t329
44422,CFC8_t359,C4_t360
44423,FC3_t387,CFC6_t388
44424,Pz_t379,Pz_t380
44425,C2_t257,FC6_t258
44426,O2_t100,F4_t101
44427,FCz_t123,FCz_t124
44428,AF3_t143,AF4_t144
44429,O1_t76,F6_t77
44430,F5_t117,F5_t118
44431,CCP8_t387,CCP8_t388
44432,F3_t88,CCP4_t89
44433,CP1_t120,CP5_t121
44434,CCP3_t369,CCP3_t370
44435,F6_t106,F6_t107
44436,P3_t98,C3_t99
44437,FC2_t286,FC1_t287
44438,CPz_t69,CP1_t70
44439,FC5_t158,FC5_t159
44440,CCP3_t320,CCP3_t321
44441,CFC2_t56,CFC2_t57
44442,FC1_t6,CP6_t7
44443,Fz_t150,C2_t151
44444,F2_t188,F6_t189
44445,CCP4_t57,P3_t58
44446,P6_t61,P6_t62
44447,F2_t71,F2_t72
44448,PO1_t110,P3_t111
44449,CCP3_t176,PO1_t177
44450,CPz_t261,CFC4_t262
44451,CP1_t262,CCP3_t263
44452,AF4_t205,F3_t206
44453,CP3_t151,CP3_t152
44454,CCP6_t136,O1_t137
44455,C2_t50,AF3_t51
44456,CFC5_t167,CFC5_t168
44457,FC6_t10,FC6_t11
44458,P1_t240,C3_t241
44459,CFC2_t282,F1_t283
44460,CFC4_t246,CFC4_t247
44461,AF3_t272,CCP4_t273
44462,FC4_t96,CCP2_t97
44463,FC5_t268,CP5_t269
44464,C3_t367,CPz_t368
44465,Cz_t13,Cz_t14
44466,CPz_t384,CP1_t385
44467,CCP8_t207,FC4_t208
44468,CCP2_t301,CCP2_t302
44469,T8_t120,PO2_t121
44470,Cz_t119,Fz_t120
44471,CFC6_t13,CFC6_t14
44472,P4_t344,CFC1_t345
44473,CFC8_t61,T7_t62
44474,CCP5_t349,CCP5_t350
44475,CCP6_t274,F6_t275
44476,CCP2_t131,CCP2_t132
44477,CP2_t97,CFC4_t98
44478,CFC7_t396,P5_t397
44479,P2_t116,P2_t117
44480,F3_t35,F3_t36
44481,CCP5_t147,CFC5_t148
44482,F4_t258,F4_t259
44483,CFC4_t17,CP6_t18
44484,F4_t17,CCP2_t18
44485,T8_t130,Pz_t131
44486,P3_t63,CP4_t64
44487,CFC3_t84,CFC3_t85
44488,CP2_t159,CP2_t160
44489,FC6_t341,FC6_t342
44490,Fz_t31,P2_t32
44491,FC1_t31,FC1_t32
44492,CCP6_t197,CCP6_t198
44493,F3_t160,F3_t161
44494,CFC7_t294,CFC8_t295
44495,CCP6_t58,FC2_t59
44496,CP3_t193,CP3_t194
44497,CFC6_t90,P5_t91
44498,CFC1_t367,CFC1_t368
44499,FC3_t53,CP6_t54
44500,FCz_t255,FCz_t256
44501,C2_t52,Pz_t53
44502,FCz_t378,CP5_t379
44503,CFC3_t3,CPz_t4
44504,F1_t87,CCP8_t88
44505,C5_t162,CFC6_t163
44506,FC4_t62,P1_t63
44507,CCP5_t331,P5_t332
44508,PO1_t338,PO1_t339
44509,AF4_t6,P6_t7
44510,P5_t133,P3_t134
44511,FCz_t195,FC5_t196
44512,PO2_t279,PO2_t280
44513,F4_t319,P5_t320
44514,CP6_t281,CCP1_t282
44515,FC1_t32,FC1_t33
44516,CFC3_t16,CFC3_t17
44517,CP6_t107,Fz_t108
44518,CP4_t237,F4_t238
44519,CCP4_t211,PO1_t212
44520,PO1_t55,CCP1_t56
44521,F5_t260,C4_t261
44522,O1_t16,C6_t17
44523,CP3_t258,CP3_t259
44524,AF3_t17,FC6_t18
44525,FC5_t27,FC6_t28
44526,CCP8_t364,CCP8_t365
44527,P6_t375,P4_t376
44528,PO2_t24,PO2_t25
44529,CP5_t95,CP5_t96
44530,C4_t177,C4_t178
44531,Fz_t381,Fz_t382
44532,F2_t212,F2_t213
44533,F1_t92,F1_t93
44534,O2_t387,FC4_t388
44535,AF3_t311,CCP3_t312
44536,P2_t61,P2_t62
44537,FCz_t268,P4_t269
44538,CP6_t135,CP6_t136
44539,T8_t163,F5_t164
44540,P1_t114,P2_t115
44541,CP6_t16,CP6_t17
44542,CFC4_t391,PO2_t392
44543,Pz_t211,Pz_t212
44544,C6_t76,C4_t77
44545,P1_t67,CCP5_t68
44546,FC5_t313,FC5_t314
44547,CCP7_t378,CCP7_t379
44548,CFC5_t333,CFC5_t334
44549,CCP6_t391,AF4_t392
44550,CP2_t199,CFC5_t200
44551,CFC1_t99,CFC1_t100
44552,CFC4_t179,CFC4_t180
44553,CFC3_t298,PO1_t299
44554,FC4_t31,P5_t32
44555,CFC3_t66,CCP6_t67
44556,P6_t230,CFC3_t231
44557,FC1_t288,F2_t289
44558,AF3_t36,CCP7_t37
44559,FC2_t312,FC2_t313
44560,FC4_t345,FC3_t346
44561,PO2_t131,PO2_t132
44562,FC2_t118,FC2_t119
44563,CCP6_t63,O1_t64
44564,O2_t166,F1_t167
44565,Fz_t379,CFC6_t380
44566,O2_t365,O2_t366
44567,CP5_t65,FC6_t66
44568,F6_t207,F6_t208
44569,CCP4_t92,CCP4_t93
44570,FC3_t194,CP5_t195
44571,CFC7_t25,CCP5_t26
44572,CFC6_t95,CFC6_t96
44573,CP3_t146,CP3_t147
44574,FC1_t161,C3_t162
44575,O2_t116,O2_t117
44576,CPz_t280,CCP4_t281
44577,CP1_t347,CP1_t348
44578,CFC7_t134,FC3_t135
44579,CCP3_t81,T7_t82
44580,CP2_t89,C4_t90
44581,CCP8_t195,CCP8_t196
44582,F3_t180,F6_t181
44583,C4_t383,C4_t384
44584,C1_t127,F1_t128
44585,P4_t285,P4_t286
44586,FC1_t229,FC1_t230
44587,Pz_t274,Pz_t275
44588,CFC6_t303,CCP5_t304
44589,FC1_t66,T8_t67
44590,O2_t221,P3_t222
44591,P3_t395,P3_t396
44592,CCP3_t146,C1_t147
44593,FC5_t318,CFC6_t319
44594,CCP3_t133,P5_t134
44595,F6_t145,PO2_t146
44596,T7_t9,O1_t10
44597,CP3_t302,T8_t303
44598,Cz_t219,P1_t220
44599,P5_t145,P5_t146
44600,Fz_t397,Pz_t398
44601,CFC2_t73,CFC2_t74
44602,C3_t367,O2_t368
44603,F5_t194,CP4_t195
44604,O2_t274,C3_t275
44605,P3_t313,CP6_t314
44606,C2_t63,C2_t64
44607,CFC8_t300,C6_t301
44608,P2_t336,CP4_t337
44609,CFC7_t71,CCP4_t72
44610,CFC2_t291,CFC2_t292
44611,P3_t321,CCP5_t322
44612,FC3_t335,FC3_t336
44613,CFC7_t100,CFC7_t101
44614,O2_t377,AF4_t378
44615,F5_t157,F5_t158
44616,P6_t55,P6_t56
44617,FC3_t268,FC3_t269
44618,CP3_t185,CP3_t186
44619,C1_t135,C1_t136
44620,FC3_t52,FC3_t53
44621,FC6_t240,P6_t241
44622,C2_t205,C1_t206
44623,F1_t313,F1_t314
44624,FCz_t235,FCz_t236
44625,CP6_t1,CP6_t2
44626,CP5_t20,CCP8_t21
44627,C4_t145,C4_t146
44628,CCP3_t312,CCP3_t313
44629,T8_t119,CCP8_t120
44630,CP4_t287,Pz_t288
44631,PO2_t89,PO2_t90
44632,F6_t203,C1_t204
44633,CFC2_t64,CFC2_t65
44634,F1_t220,F6_t221
44635,O2_t141,F3_t142
44636,PO1_t0,PO2_t1
44637,CCP8_t68,CCP8_t69
44638,FC5_t180,CPz_t181
44639,F5_t89,F5_t90
44640,F5_t185,CCP4_t186
44641,O1_t142,F5_t143
44642,O1_t59,P3_t60
44643,CCP3_t213,CCP3_t214
44644,CP1_t264,CP1_t265
44645,CFC8_t323,PO1_t324
44646,CCP6_t397,CCP7_t398
44647,T8_t140,F4_t141
44648,F6_t363,F6_t364
44649,T8_t131,CCP7_t132
44650,CFC8_t281,CFC8_t282
44651,PO1_t372,P4_t373
44652,CCP8_t93,CCP8_t94
44653,C4_t76,C4_t77
44654,FC6_t277,FC6_t278
44655,P1_t67,FC2_t68
44656,FCz_t299,FCz_t300
44657,CFC6_t276,P3_t277
44658,P5_t27,P3_t28
44659,O1_t58,CFC2_t59
44660,CCP6_t250,CFC8_t251
44661,P1_t59,C4_t60
44662,F5_t1,F5_t2
44663,FC4_t309,CCP8_t310
44664,AF4_t238,AF4_t239
44665,CP1_t252,CP1_t253
44666,O1_t77,O1_t78
44667,C2_t164,P3_t165
44668,F1_t255,F1_t256
44669,CCP3_t158,C2_t159
44670,C3_t290,FC3_t291
44671,PO1_t47,CCP5_t48
44672,CCP3_t172,F5_t173
44673,Cz_t130,Cz_t131
44674,CFC4_t122,CFC4_t123
44675,CFC1_t239,CFC7_t240
44676,P2_t230,P2_t231
44677,CP3_t316,CCP4_t317
44678,F1_t375,CCP6_t376
44679,AF4_t346,AF4_t347
44680,CP2_t97,CP2_t98
44681,F4_t191,Cz_t192
44682,FC6_t219,FC6_t220
44683,CFC1_t334,CFC1_t335
44684,P5_t336,P5_t337
44685,F4_t210,C5_t211
44686,FCz_t163,FCz_t164
44687,FC4_t90,FC4_t91
44688,CFC6_t229,FC5_t230
44689,CP3_t170,P1_t171
44690,P6_t130,AF3_t131
44691,CCP6_t138,CCP6_t139
44692,CP3_t76,CP3_t77
44693,O2_t155,FC3_t156
44694,PO1_t144,PO1_t145
44695,CFC5_t351,CFC5_t352
44696,CFC5_t11,CFC5_t12
44697,F5_t184,CP4_t185
44698,CCP4_t241,CCP4_t242
44699,P6_t119,P6_t120
44700,Pz_t9,Pz_t10
44701,CCP2_t394,CCP2_t395
44702,F1_t87,C2_t88
44703,CCP5_t322,CCP5_t323
44704,C3_t9,C3_t10
44705,P1_t77,P1_t78
44706,FC5_t369,CPz_t370
44707,CP1_t273,C1_t274
44708,CP1_t200,CP1_t201
44709,CP1_t378,F4_t379
44710,F3_t393,F3_t394
44711,CCP8_t41,T7_t42
44712,CP1_t21,CP1_t22
44713,Cz_t246,Cz_t247
44714,CPz_t262,CPz_t263
44715,CFC8_t312,CCP5_t313
44716,CCP6_t370,CCP6_t371
44717,CFC3_t48,PO2_t49
44718,AF3_t149,AF4_t150
44719,FC3_t126,F5_t127
44720,FC5_t173,FC1_t174
44721,CCP1_t228,CCP1_t229
44722,CFC6_t122,CFC6_t123
44723,C4_t282,PO1_t283
44724,FC3_t357,FC3_t358
44725,CFC2_t220,CFC2_t221
44726,F6_t136,F1_t137
44727,AF3_t193,O1_t194
44728,Pz_t287,CP4_t288
44729,CP4_t307,CP1_t308
44730,P5_t207,CCP8_t208
44731,C3_t291,CFC6_t292
44732,FCz_t45,FCz_t46
44733,O2_t394,T7_t395
44734,CFC1_t364,CFC1_t365
44735,FC1_t306,FC1_t307
44736,CCP8_t127,CCP8_t128
44737,F5_t49,CP1_t50
44738,CP5_t347,CP6_t348
44739,P6_t273,P6_t274
44740,O2_t274,O2_t275
44741,CFC2_t394,FC4_t395
44742,P2_t79,P2_t80
44743,O1_t94,O1_t95
44744,P1_t21,P1_t22
44745,CFC7_t115,AF3_t116
44746,FC1_t54,FC1_t55
44747,C6_t63,P5_t64
44748,C2_t244,AF4_t245
44749,O1_t156,O1_t157
44750,P3_t212,P3_t213
44751,AF3_t93,AF3_t94
44752,F5_t153,F5_t154
44753,Cz_t151,Cz_t152
44754,CCP1_t213,CCP1_t214
44755,CCP8_t92,CCP8_t93
44756,C4_t111,C4_t112
44757,CFC7_t136,CFC5_t137
44758,CFC6_t199,O1_t200
44759,AF3_t4,FC3_t5
44760,CCP2_t252,CCP2_t253
44761,P6_t0,P6_t1
44762,CFC2_t377,CFC2_t378
44763,FC6_t107,FC6_t108
44764,AF4_t60,FC3_t61
44765,CCP8_t287,CCP8_t288
44766,Cz_t27,Cz_t28
44767,AF3_t386,T7_t387
44768,C5_t300,CFC5_t301
44769,FC4_t261,CFC4_t262
44770,CPz_t193,CCP1_t194
44771,CFC1_t114,CFC1_t115
44772,P2_t111,CP2_t112
44773,FC6_t317,F2_t318
44774,P1_t68,C4_t69
44775,PO1_t105,FC6_t106
44776,AF4_t271,CCP5_t272
44777,C4_t25,C4_t26
44778,C6_t12,FC3_t13
44779,Pz_t146,Pz_t147
44780,C6_t286,C6_t287
44781,P5_t251,P1_t252
44782,P4_t330,C3_t331
44783,AF3_t272,CP4_t273
44784,Fz_t287,Fz_t288
44785,C4_t141,C4_t142
44786,FC4_t309,P6_t310
44787,CFC1_t308,CFC1_t309
44788,C5_t323,C5_t324
44789,O1_t228,O1_t229
44790,CFC7_t318,Pz_t319
44791,FC3_t112,FC6_t113
44792,CFC7_t335,CFC7_t336
44793,Fz_t126,Fz_t127
44794,T8_t38,CCP6_t39
44795,CCP1_t222,CCP1_t223
44796,CFC6_t139,CFC5_t140
44797,P1_t69,P1_t70
44798,CP4_t90,CFC7_t91
44799,T8_t288,AF4_t289
44800,FC6_t148,CP6_t149
44801,P1_t96,CCP8_t97
44802,CFC2_t52,CCP7_t53
44803,CFC3_t292,CCP8_t293
44804,CFC3_t81,CFC3_t82
44805,O1_t35,O1_t36
44806,FC2_t6,T8_t7
44807,Pz_t80,Pz_t81
44808,CFC2_t318,F4_t319
44809,CP3_t114,CP3_t115
44810,FC1_t15,FC1_t16
44811,CPz_t255,CPz_t256
44812,CP6_t84,T7_t85
44813,P2_t330,P2_t331
44814,FC1_t108,FC1_t109
44815,C2_t322,CPz_t323
44816,O1_t366,O1_t367
44817,CFC7_t332,CFC7_t333
44818,CFC2_t86,CP2_t87
44819,O2_t393,CFC6_t394
44820,CFC7_t51,CCP4_t52
44821,P2_t62,CP1_t63
44822,CCP2_t206,C1_t207
44823,P5_t5,P5_t6
44824,C6_t245,C6_t246
44825,FC1_t140,FC1_t141
44826,AF3_t148,FC4_t149
44827,FC5_t71,FC5_t72
44828,P5_t105,C3_t106
44829,CP2_t29,CP4_t30
44830,CCP1_t324,CFC4_t325
44831,CP3_t85,CFC8_t86
44832,F3_t264,F3_t265
44833,C3_t272,C3_t273
44834,O2_t274,CP6_t275
44835,FC4_t371,FC4_t372
44836,P5_t133,C5_t134
44837,P4_t134,F3_t135
44838,C1_t396,C1_t397
44839,CCP6_t316,CCP6_t317
44840,CFC1_t292,CCP1_t293
44841,Fz_t211,CFC4_t212
44842,F6_t262,Pz_t263
44843,CFC6_t294,CFC7_t295
44844,CP2_t98,C4_t99
44845,CFC3_t39,CFC3_t40
44846,CFC7_t60,CCP2_t61
44847,CCP6_t312,CCP6_t313
44848,AF3_t37,CP5_t38
44849,P1_t112,P1_t113
44850,CCP3_t9,CFC7_t10
44851,CCP5_t134,CCP5_t135
44852,P6_t141,P6_t142
44853,CFC5_t241,CFC5_t242
44854,T8_t138,T8_t139
44855,CP5_t143,CP5_t144
44856,P6_t203,P6_t204
44857,C5_t92,C5_t93
44858,CP4_t124,CP4_t125
44859,C5_t378,C5_t379
44860,T7_t122,CCP6_t123
44861,CCP8_t332,CCP8_t333
44862,CP5_t39,CP5_t40
44863,FC3_t261,F2_t262
44864,P4_t82,F1_t83
44865,CP1_t120,O2_t121
44866,Pz_t193,Pz_t194
44867,P3_t218,P3_t219
44868,CFC5_t367,CFC5_t368
44869,AF3_t129,CFC7_t130
44870,CCP2_t79,CCP2_t80
44871,CCP2_t227,CCP2_t228
44872,CCP7_t262,P1_t263
44873,O2_t193,O2_t194
44874,CCP3_t242,F5_t243
44875,Pz_t327,Pz_t328
44876,PO2_t359,FCz_t360
44877,CCP2_t224,Cz_t225
44878,F4_t211,F4_t212
44879,CP2_t98,C2_t99
44880,CP6_t107,FCz_t108
44881,CFC3_t141,CP2_t142
44882,Cz_t153,Cz_t154
44883,Fz_t289,P6_t290
44884,CFC1_t155,CFC1_t156
44885,F3_t153,CCP6_t154
44886,CCP4_t25,CCP4_t26
44887,O2_t33,CFC4_t34
44888,Fz_t153,O1_t154
44889,P5_t217,P1_t218
44890,C2_t311,CCP7_t312
44891,CP2_t311,CFC7_t312
44892,T7_t259,T7_t260
44893,O1_t321,CFC2_t322
44894,F4_t71,F4_t72
44895,F2_t298,CCP2_t299
44896,F2_t313,F4_t314
44897,C2_t300,C2_t301
44898,CP2_t357,CFC6_t358
44899,CCP3_t109,FC6_t110
44900,T8_t298,T8_t299
44901,Pz_t98,T7_t99
44902,CCP3_t234,CP2_t235
44903,CCP1_t341,CCP1_t342
44904,P2_t398,C4_t399
44905,T8_t171,Pz_t172
44906,AF4_t193,F3_t194
44907,CFC2_t239,CFC2_t240
44908,CCP6_t240,CCP6_t241
44909,F6_t115,CFC5_t116
44910,FC1_t58,CP3_t59
44911,AF4_t103,C2_t104
44912,PO1_t298,CP1_t299
44913,CCP2_t311,CCP2_t312
44914,CP5_t110,CCP3_t111
44915,CP3_t168,CP3_t169
44916,P1_t19,O2_t20
44917,CFC6_t21,C3_t22
44918,CP2_t2,CP2_t3
44919,CFC1_t275,C4_t276
44920,CFC7_t173,CFC3_t174
44921,P2_t267,CCP2_t268
44922,CFC3_t291,F4_t292
44923,FC4_t310,FC4_t311
44924,CP2_t285,PO2_t286
44925,AF4_t18,AF4_t19
44926,FC2_t283,O1_t284
44927,C3_t65,T7_t66
44928,CCP8_t295,CCP8_t296
44929,F2_t329,F2_t330
44930,CFC6_t105,CFC6_t106
44931,CP6_t92,CP6_t93
44932,F2_t271,F2_t272
44933,CP5_t378,CCP2_t379
44934,F1_t371,Cz_t372
44935,CCP5_t245,CCP5_t246
44936,AF3_t309,AF3_t310
44937,CCP8_t274,P3_t275
44938,FC2_t83,FC5_t84
44939,AF3_t386,O2_t387
44940,P2_t47,P2_t48
44941,C2_t229,C2_t230
44942,C1_t330,CCP6_t331
44943,CPz_t141,CPz_t142
44944,CP2_t103,CFC5_t104
44945,Pz_t356,P3_t357
44946,AF4_t107,AF4_t108
44947,CFC7_t276,CFC7_t277
44948,F5_t335,CP5_t336
44949,FC3_t123,FC4_t124
44950,CFC7_t374,CFC6_t375
44951,C5_t338,Fz_t339
44952,C3_t58,FC6_t59
44953,O1_t303,C2_t304
44954,CFC8_t341,CFC8_t342
44955,CP2_t315,CP3_t316
44956,FC3_t373,F2_t374
44957,CP1_t112,CP1_t113
44958,CCP4_t136,F6_t137
44959,CFC5_t23,CP2_t24
44960,O2_t70,T8_t71
44961,CFC4_t337,FC6_t338
44962,T8_t53,AF4_t54
44963,P1_t135,CP3_t136
44964,FC2_t299,FC2_t300
44965,CP6_t370,AF3_t371
44966,FC2_t219,Cz_t220
44967,T8_t228,T8_t229
44968,F5_t82,Cz_t83
44969,P1_t67,P1_t68
44970,C6_t76,CP6_t77
44971,F3_t152,F3_t153
44972,C6_t223,C6_t224
44973,CPz_t234,CCP2_t235
44974,O2_t7,CFC8_t8
44975,CCP5_t63,CCP5_t64
44976,AF3_t272,CCP1_t273
44977,FC1_t183,FC1_t184
44978,Cz_t347,Cz_t348
44979,C2_t34,C2_t35
44980,CCP1_t180,CCP1_t181
44981,CCP1_t171,CFC8_t172
44982,P6_t283,P6_t284
44983,CCP1_t150,CCP1_t151
44984,C4_t5,C4_t6
44985,O1_t123,FCz_t124
44986,F3_t78,PO1_t79
44987,F4_t178,F4_t179
44988,CCP5_t143,CCP5_t144
44989,FC5_t54,FC5_t55
44990,C2_t322,CFC5_t323
44991,P6_t129,P6_t130
44992,CP2_t92,CP2_t93
44993,CFC2_t131,CFC2_t132
44994,AF3_t377,AF3_t378
44995,CCP3_t241,CPz_t242
44996,CFC7_t80,CFC7_t81
44997,C1_t252,C1_t253
44998,CP5_t378,CP4_t379
44999,AF3_t189,AF3_t190
45000,T7_t243,T7_t244
45001,CFC1_t253,CFC1_t254
45002,CCP7_t158,C4_t159
45003,P1_t297,F6_t298
45004,CFC7_t67,FCz_t68
45005,CFC1_t77,CFC1_t78
45006,P6_t174,P6_t175
45007,PO2_t76,CP5_t77
45008,F2_t179,F2_t180
45009,F2_t133,F3_t134
45010,CP3_t186,CP3_t187
45011,CFC8_t241,FCz_t242
45012,CP6_t180,CP6_t181
45013,C5_t174,C5_t175
45014,P5_t237,CCP7_t238
45015,C4_t355,C4_t356
45016,AF3_t76,AF3_t77
45017,F3_t186,F3_t187
45018,T8_t39,CFC6_t40
45019,CP4_t345,CP4_t346
45020,CFC3_t51,C5_t52
45021,FC4_t270,FC4_t271
45022,CCP3_t26,C5_t27
45023,CCP8_t326,C6_t327
45024,C3_t178,C3_t179
45025,FC4_t94,FC4_t95
45026,CCP8_t230,CCP8_t231
45027,CFC7_t202,CFC2_t203
45028,FC6_t379,FC6_t380
45029,F5_t193,CP2_t194
45030,P2_t393,AF3_t394
45031,CFC4_t120,FC5_t121
45032,Pz_t164,F4_t165
45033,C4_t108,CCP8_t109
45034,FC5_t9,FC5_t10
45035,CFC5_t179,CFC5_t180
45036,CCP1_t186,F5_t187
45037,FC1_t257,FC1_t258
45038,CP3_t291,P3_t292
45039,C5_t351,CCP8_t352
45040,AF4_t245,AF4_t246
45041,CFC8_t351,CFC6_t352
45042,CFC4_t329,CFC4_t330
45043,CP6_t91,T8_t92
45044,C1_t162,CFC4_t163
45045,Pz_t367,CCP6_t368
45046,O1_t384,O1_t385
45047,F2_t189,F2_t190
45048,FCz_t396,PO2_t397
45049,CCP4_t231,CCP4_t232
45050,CFC5_t216,C6_t217
45051,F2_t111,F2_t112
45052,CP3_t282,FC4_t283
45053,C2_t170,C2_t171
45054,P5_t289,CCP6_t290
45055,CP3_t73,O2_t74
45056,CP1_t124,PO2_t125
45057,CPz_t57,CPz_t58
45058,CP4_t348,Pz_t349
45059,O2_t32,T7_t33
45060,F2_t184,F2_t185
45061,CCP3_t398,CFC1_t399
45062,CP1_t143,P5_t144
45063,CFC1_t104,CFC1_t105
45064,CFC5_t127,CP4_t128
45065,P5_t207,C6_t208
45066,CP5_t124,CP5_t125
45067,T7_t368,CP2_t369
45068,C1_t28,C1_t29
